concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
4273629,Chemotherapy,Procedure,SNOMED,Procedure,S,367336001,1969-12-31,2099-12-30,
4061650,Hormone therapy,Procedure,SNOMED,Procedure,S,169413002,1969-12-31,2099-12-30,
4295112,Immunological therapy,Procedure,SNOMED,Procedure,S,76334006,1969-12-31,2099-12-30,
?,Chemotherapy,Treatment,Treatment,Treatment,S,OMOP10000001,1969-12-31,2099-12-30,
?,Hormone therapy,Treatment,Treatment,Treatment,S,OMOP10000002,1969-12-31,2099-12-30,
?,Immunological therapy,Treatment,Treatment,Treatment,S,OMOP10000003,1969-12-31,2099-12-30,
?,"External beam, NOS",Treatment,Treatment,Treatment,S,OMOP10000004,1969-12-31,2099-12-30,
?,"External beam, NOS",Treatment,Treatment,Treatment,S,OMOP10000005,1969-12-31,2099-12-30,
?,"External beam, photons",Treatment,Treatment,Treatment,S,OMOP10000006,1969-12-31,2099-12-30,
?,"External beam, protons",Treatment,Treatment,Treatment,S,OMOP10000007,1969-12-31,2099-12-30,
?,"External beam, electrons",Treatment,Treatment,Treatment,S,OMOP10000008,1969-12-31,2099-12-30,
?,"External beam, neutrons",Treatment,Treatment,Treatment,S,OMOP10000009,1969-12-31,2099-12-30,
?,"External beam, carbon ions",Treatment,Treatment,Treatment,S,OMOP10000010,1969-12-31,2099-12-30,
?,"Brachytherapy, NOS",Treatment,Treatment,Treatment,S,OMOP10000011,1969-12-31,2099-12-30,
?,"Brachytherapy, intracavitary, LDR",Treatment,Treatment,Treatment,S,OMOP10000012,1969-12-31,2099-12-30,
?,"Brachytherapy, intracavitary, HDR",Treatment,Treatment,Treatment,S,OMOP10000013,1969-12-31,2099-12-30,
?,"Brachytherapy, Interstitial, LDR",Treatment,Treatment,Treatment,S,OMOP10000014,1969-12-31,2099-12-30,
?,"Brachytherapy, Interstitial, HDR",Treatment,Treatment,Treatment,S,OMOP10000015,1969-12-31,2099-12-30,
?,"Brachytherapy, electronic",Treatment,Treatment,Treatment,S,OMOP10000016,1969-12-31,2099-12-30,
?,"Radioisotopes, NOS",Treatment,Treatment,Treatment,S,OMOP10000017,1969-12-31,2099-12-30,
?,"Radioisotopes, Radium-232",Treatment,Treatment,Treatment,S,OMOP10000018,1969-12-31,2099-12-30,
?,"Radioisotopes, Strontium-89",Treatment,Treatment,Treatment,S,OMOP10000019,1969-12-31,2099-12-30,
?,"Radioisotopes, Strontium-90",Treatment,Treatment,Treatment,S,OMOP10000020,1969-12-31,2099-12-30,
?,"All Other Sites Local tumor destruction, NOS",Treatment,NAACCR,Treatment,S,1290_All Other Sites_10,1969-12-31,2099-12-30,
?,All Other Sites Local tumor destruction Photodynamic therapy (PDT),Treatment,NAACCR,Treatment,S,1290_All Other Sites_11,1969-12-31,2099-12-30,
?,All Other Sites Local tumor destruction Electrocautery; fulguration (includes use of hot forceps for tumor destruction),Treatment,NAACCR,Treatment,S,1290_All Other Sites_12,1969-12-31,2099-12-30,
?,All Other Sites Local tumor destruction Cryosurgery,Treatment,NAACCR,Treatment,S,1290_All Other Sites_13,1969-12-31,2099-12-30,
?,All Other Sites Local tumor destruction Laser,Treatment,NAACCR,Treatment,S,1290_All Other Sites_14,1969-12-31,2099-12-30,
?,"All Other Sites Local tumor excision, NOS",Treatment,NAACCR,Treatment,S,1290_All Other Sites_20,1969-12-31,2099-12-30,
?,All Other Sites Local tumor excision Excisional biopsy Photodynamic therapy (PDT),Treatment,NAACCR,Treatment,S,1290_All Other Sites_21,1969-12-31,2099-12-30,
?,All Other Sites Local tumor excision Excisional biopsy Electrocautery,Treatment,NAACCR,Treatment,S,1290_All Other Sites_22,1969-12-31,2099-12-30,
?,All Other Sites Local tumor excision Excisional biopsy Cryosurgery,Treatment,NAACCR,Treatment,S,1290_All Other Sites_23,1969-12-31,2099-12-30,
?,All Other Sites Local tumor excision Excisional biopsy Laser ablation,Treatment,NAACCR,Treatment,S,1290_All Other Sites_24,1969-12-31,2099-12-30,
?,All Other Sites Local tumor excision Laser excision,Treatment,NAACCR,Treatment,S,1290_All Other Sites_25,1969-12-31,2099-12-30,
?,All Other Sites Local tumor excision Polypectomy,Treatment,NAACCR,Treatment,S,1290_All Other Sites_26,1969-12-31,2099-12-30,
?,All Other Sites Local tumor excision Excisional biopsy,Treatment,NAACCR,Treatment,S,1290_All Other Sites_27,1969-12-31,2099-12-30,
?,All Other Sites Simple/partial surgical removal of primary site,Treatment,NAACCR,Treatment,S,1290_All Other Sites_30,1969-12-31,2099-12-30,
?,All Other Sites Total surgical removal of primary site; enucleation,Treatment,NAACCR,Treatment,S,1290_All Other Sites_40,1969-12-31,2099-12-30,
?,All Other Sites Total surgical removal of primary site; enucleation Total enucleation (for eye surgery only),Treatment,NAACCR,Treatment,S,1290_All Other Sites_41,1969-12-31,2099-12-30,
?,"All Other Sites Surgery stated to be ""debulking""",Treatment,NAACCR,Treatment,S,1290_All Other Sites_50,1969-12-31,2099-12-30,
?,All Other Sites Radical surgery,Treatment,NAACCR,Treatment,S,1290_All Other Sites_60,1969-12-31,2099-12-30,
?,"All Other Sites Surgery, NOS",Treatment,NAACCR,Treatment,S,1290_All Other Sites_90,1969-12-31,2099-12-30,
?,"Anus Local tumor destruction, NOS",Treatment,NAACCR,Treatment,S,1290_Anus_10,1969-12-31,2099-12-30,
?,Anus Local tumor destruction Photodynamic therapy (PDT),Treatment,NAACCR,Treatment,S,1290_Anus_11,1969-12-31,2099-12-30,
?,Anus Local tumor destruction Electrocautery; fulguration (includes use of hot forceps for tumor destruction),Treatment,NAACCR,Treatment,S,1290_Anus_12,1969-12-31,2099-12-30,
?,Anus Local tumor destruction Cryosurgery,Treatment,NAACCR,Treatment,S,1290_Anus_13,1969-12-31,2099-12-30,
?,Anus Local tumor destruction Laser,Treatment,NAACCR,Treatment,S,1290_Anus_14,1969-12-31,2099-12-30,
?,Anus Local tumor destruction Thermal ablation,Treatment,NAACCR,Treatment,S,1290_Anus_15,1969-12-31,2099-12-30,
?,"Anus Local tumor excision, NOS",Treatment,NAACCR,Treatment,S,1290_Anus_20,1969-12-31,2099-12-30,
